year_month,sku_id,factory_type,factory,product_category,product_series,labor_unit_price,sku_source,monthly_order_qty,monthly_delivery_qty,monthly_delivery_labor_value
2023-05-01,SKU_000002,External,Factory_121,Gem-set Jewelry,Series_002,0.0,Unknown,1,1,0.0
2023-12-01,SKU_000002,External,Factory_125,Gem-set Jewelry,Series_002,0.0,Unknown,1,1,0.0
2022-09-01,SKU_000002,External,Factory_127,Gem-set Jewelry,Series_002,0.0,Unknown,1,1,0.0
2024-11-01,SKU_000002,External,Factory_013,Gem-set Jewelry,Series_002,0.0,Unknown,1,1,0.0
2023-05-01,SKU_000002,External,Factory_065,Gem-set Jewelry,Series_002,0.0,Unknown,1,1,0.0
2022-08-01,SKU_000002,External,Factory_083,Gem-set Jewelry,Series_002,0.0,Unknown,1,1,0.0
2023-08-01,SKU_000002,External,Factory_090,Gem-set Jewelry,Series_002,0.0,Unknown,1,1,0.0
2023-04-01,SKU_000002,External,Factory_100,Gem-set Jewelry,Series_002,0.0,Unknown,1,1,0.0
2022-08-01,SKU_000002,External,Factory_037,Gem-set Jewelry,Series_048,0.0,Unknown,1,1,0.0
2025-06-01,SKU_000002,In-house,Factory_107,Unknown,Series_002,0.0,Unknown,1,1,0.0
2023-04-01,SKU_000002,In-house,Factory_052,K-Gold & Platinum,Series_002,0.0,Unknown,1,1,0.0
2024-07-01,SKU_000002,In-house,Factory_052,Gem-set Jewelry,Series_002,0.0,Unknown,1,1,0.0
2025-05-01,SKU_000002,In-house,Factory_052,Gem-set Jewelry,Series_002,0.0,Unknown,1,1,0.0
2023-08-01,SKU_000002,External,Factory_040,Other,Series_002,0.0,Unknown,1,0,0.0
2024-11-01,SKU_000002,External,Factory_040,Other,Series_002,0.0,Unknown,1,0,0.0
2024-11-01,SKU_000002,External,Factory_110,Fixed-price Gold,Series_002,0.0,Unknown,1,0,0.0
2025-02-01,SKU_000002,External,Factory_119,Fixed-price Gold,Series_002,0.0,Unknown,1,0,0.0
2025-02-01,SKU_000002,External,Factory_004,Fixed-price Gold,Series_002,0.0,Unknown,1,0,0.0
2025-02-01,SKU_000002,External,Factory_021,Fixed-price Gold,Series_002,0.0,Unknown,1,0,0.0
2025-05-01,SKU_000002,External,Factory_036,Fixed-price Gold,Series_002,0.0,Unknown,1,0,0.0
2025-03-01,SKU_000002,External,Factory_045,Fixed-price Gold,Series_002,0.0,Unknown,1,0,0.0
2024-07-01,SKU_000002,External,Factory_063,Fixed-price Gold,Series_002,0.0,Unknown,1,0,0.0
2025-03-01,SKU_000002,External,Factory_084,Fixed-price Gold,Series_002,0.0,Unknown,1,0,0.0
2025-02-01,SKU_000002,External,Factory_085,Fixed-price Gold,Series_002,0.0,Unknown,1,0,0.0
2025-04-01,SKU_000002,External,Factory_088,Fixed-price Gold,Series_002,0.0,Unknown,1,0,0.0
2025-06-01,SKU_000002,External,Factory_088,Fixed-price Gold,Series_002,0.0,Unknown,1,0,0.0
2025-05-01,SKU_000002,External,Factory_115,K-Gold & Platinum,Series_002,0.0,Unknown,1,0,0.0
2023-08-01,SKU_000002,External,Factory_125,K-Gold & Platinum,Series_002,0.0,Unknown,1,0,0.0
2025-07-01,SKU_000002,External,Factory_024,K-Gold & Platinum,Series_002,0.0,Unknown,1,0,0.0
2025-07-01,SKU_000002,External,Factory_047,K-Gold & Platinum,Series_002,0.0,Unknown,1,0,0.0
2024-10-01,SKU_000002,External,Factory_110,Gem-set Jewelry,Series_002,0.0,Unknown,1,0,0.0
2024-11-01,SKU_000002,External,Factory_110,Gem-set Jewelry,Series_002,0.0,Unknown,1,0,0.0
2025-06-01,SKU_000002,External,Factory_003,Gem-set Jewelry,Series_002,0.0,Unknown,1,0,0.0
2024-05-01,SKU_000002,External,Factory_008,Gem-set Jewelry,Series_002,0.0,Unknown,1,0,0.0
2024-11-01,SKU_000002,External,Factory_008,Gem-set Jewelry,Series_002,0.0,Unknown,1,0,0.0
2024-01-01,SKU_000002,External,Factory_011,Gem-set Jewelry,Series_002,0.0,Unknown,1,0,0.0
2025-04-01,SKU_000002,External,Factory_024,Gem-set Jewelry,Series_002,0.0,Unknown,1,0,0.0
2025-01-01,SKU_000002,External,Factory_032,Gem-set Jewelry,Series_002,0.0,Unknown,1,0,0.0
2025-07-01,SKU_000002,External,Factory_047,Gem-set Jewelry,Series_002,0.0,Unknown,1,0,0.0
2025-02-01,SKU_000002,External,Factory_072,Gem-set Jewelry,Series_002,0.0,Unknown,1,0,0.0
2022-04-01,SKU_000002,External,Factory_076,Gem-set Jewelry,Series_002,0.0,Unknown,1,0,0.0
2025-03-01,SKU_000002,External,Factory_085,Gem-set Jewelry,Series_002,0.0,Unknown,1,0,0.0
2024-02-01,SKU_000002,External,Factory_090,Gem-set Jewelry,Series_002,0.0,Unknown,1,0,0.0
2025-04-01,SKU_000002,External,Factory_110,Gold Jewelry,Series_002,0.0,Unknown,1,0,0.0
2025-05-01,SKU_000002,External,Factory_116,Gold Jewelry,Series_002,0.0,Unknown,1,0,0.0
2024-05-01,SKU_000002,External,Factory_061,Gold Jewelry,Series_002,0.0,Unknown,1,0,0.0
2024-12-01,SKU_000002,External,Factory_061,Gold Jewelry,Series_002,0.0,Unknown,1,0,0.0
2024-12-01,SKU_000002,External,Factory_063,Gold Jewelry,Series_002,0.0,Unknown,1,0,0.0
2025-04-01,SKU_000002,External,Factory_063,Gold Jewelry,Series_002,0.0,Unknown,1,0,0.0
2025-05-01,SKU_000002,External,Factory_063,Gold Jewelry,Series_002,0.0,Unknown,1,0,0.0
2024-10-01,SKU_000002,External,Factory_085,Gold Jewelry,Series_002,0.0,Unknown,1,0,0.0
2025-02-01,SKU_000002,External,Factory_085,Gold Jewelry,Series_002,0.0,Unknown,1,0,0.0
2023-10-01,SKU_000002,In-house,Factory_052,Unknown,Series_002,0.0,Unknown,1,0,0.0
2025-07-01,SKU_000002,In-house,Factory_107,Unknown,Series_002,0.0,Unknown,1,0,0.0
2025-05-01,SKU_000002,In-house,Factory_109,Unknown,Series_002,0.0,Unknown,1,0,0.0
2025-07-01,SKU_000002,In-house,Factory_122,Other,Series_002,0.0,Unknown,1,0,0.0
2024-01-01,SKU_000002,In-house,Factory_022,Fixed-price Gold,Series_002,0.0,Unknown,1,0,0.0
2025-02-01,SKU_000002,In-house,Factory_027,Fixed-price Gold,Series_002,0.0,Unknown,1,0,0.0
2023-09-01,SKU_000002,In-house,Factory_048,Fixed-price Gold,Series_002,0.0,Unknown,1,0,0.0
2025-01-01,SKU_000002,In-house,Factory_048,Fixed-price Gold,Series_002,0.0,Unknown,1,0,0.0
2025-02-01,SKU_000002,In-house,Factory_051,Fixed-price Gold,Series_002,0.0,Unknown,1,0,0.0
2025-03-01,SKU_000002,In-house,Factory_051,Fixed-price Gold,Series_002,0.0,Unknown,1,0,0.0
2024-05-01,SKU_000002,In-house,Factory_095,Fixed-price Gold,Series_002,0.0,Unknown,1,0,0.0
2024-11-01,SKU_000002,In-house,Factory_095,Fixed-price Gold,Series_002,0.0,Unknown,1,0,0.0
2025-01-01,SKU_000002,In-house,Factory_095,Fixed-price Gold,Series_002,0.0,Unknown,1,0,0.0
2024-07-01,SKU_000002,In-house,Factory_022,K-Gold & Platinum,Series_002,0.0,Unknown,1,0,0.0
2025-03-01,SKU_000002,In-house,Factory_022,K-Gold & Platinum,Series_002,0.0,Unknown,1,0,0.0
2025-06-01,SKU_000002,In-house,Factory_048,K-Gold & Platinum,Series_002,0.0,Unknown,1,0,0.0
2025-05-01,SKU_000002,In-house,Factory_052,K-Gold & Platinum,Series_002,0.0,Unknown,1,0,0.0
2025-06-01,SKU_000002,In-house,Factory_052,K-Gold & Platinum,Series_002,0.0,Unknown,1,0,0.0
2024-01-01,SKU_000002,In-house,Factory_022,Gem-set Jewelry,Series_002,0.0,Unknown,1,0,0.0
2023-08-01,SKU_000002,In-house,Factory_023,Gem-set Jewelry,Series_002,0.0,Unknown,1,0,0.0
2023-08-01,SKU_000002,In-house,Factory_048,Gem-set Jewelry,Series_002,0.0,Unknown,1,0,0.0
2024-10-01,SKU_000002,In-house,Factory_048,Gem-set Jewelry,Series_002,0.0,Unknown,1,0,0.0
2025-04-01,SKU_000002,In-house,Factory_051,Gem-set Jewelry,Series_002,0.0,Unknown,1,0,0.0
2023-05-01,SKU_000002,In-house,Factory_052,Gem-set Jewelry,Series_002,0.0,Unknown,1,0,0.0
2025-06-01,SKU_000002,In-house,Factory_052,Gem-set Jewelry,Series_002,0.0,Unknown,1,0,0.0
2024-01-01,SKU_000002,In-house,Factory_095,Gem-set Jewelry,Series_002,0.0,Unknown,1,0,0.0
2023-11-01,SKU_000002,In-house,Factory_022,Gold Jewelry,Series_002,0.0,Unknown,1,0,0.0
2024-02-01,SKU_000002,In-house,Factory_022,Gold Jewelry,Series_002,0.0,Unknown,1,0,0.0
2025-01-01,SKU_000002,In-house,Factory_051,Gold Jewelry,Series_002,0.0,Unknown,1,0,0.0
2025-05-01,SKU_000002,In-house,Factory_051,Gold Jewelry,Series_002,0.0,Unknown,1,0,0.0
2025-06-01,SKU_000002,In-house,Factory_051,Gold Jewelry,Series_002,0.0,Unknown,1,0,0.0
2024-04-01,SKU_000002,In-house,Factory_095,Gold Jewelry,Series_002,0.0,Unknown,1,0,0.0
2023-08-01,SKU_000002,In-house,Factory_052,Unknown,Series_002,0.0,Unknown,0,16,0.0
2024-03-01,SKU_000002,In-house,Factory_052,Unknown,Series_002,0.0,Unknown,0,11,0.0
2023-04-01,SKU_000002,In-house,Factory_052,Unknown,Series_002,0.0,Unknown,0,7,0.0
2025-02-01,SKU_000002,In-house,Factory_052,Unknown,Series_002,0.0,Unknown,0,4,0.0
2024-02-01,SKU_000002,External,Factory_121,Gem-set Jewelry,Series_048,0.0,Unknown,0,3,0.0
2025-02-01,SKU_000002,External,Factory_041,K-Gold & Platinum,Series_002,0.0,Unknown,0,2,0.0
2022-05-01,SKU_000002,In-house,Factory_023,Gem-set Jewelry,Series_002,0.0,Unknown,0,2,0.0
2024-12-01,SKU_000002,In-house,Factory_052,Gem-set Jewelry,Series_002,0.0,Unknown,0,2,0.0
2023-09-01,SKU_000002,External,Factory_040,Other,Series_002,0.0,Unknown,0,1,0.0
2024-12-01,SKU_000002,External,Factory_040,Other,Series_002,0.0,Unknown,0,1,0.0
2023-09-01,SKU_000002,External,Factory_125,K-Gold & Platinum,Series_002,0.0,Unknown,0,1,0.0
2025-06-01,SKU_000002,External,Factory_106,K-Gold & Platinum,Series_002,0.0,Unknown,0,1,0.0
2025-03-01,SKU_000002,External,Factory_032,Gem-set Jewelry,Series_002,0.0,Unknown,0,1,0.0
2023-06-01,SKU_000002,External,Factory_090,Gem-set Jewelry,Series_002,0.0,Unknown,0,1,0.0
2023-11-01,SKU_000002,In-house,Factory_052,Unknown,Series_002,0.0,Unknown,0,1,0.0
2023-10-01,SKU_000002,In-house,Factory_023,Gem-set Jewelry,Series_002,0.0,Unknown,0,1,0.0
2023-06-01,SKU_000002,External,Factory_035,Other,Series_002,0.0,Unknown,0,0,0.0
2025-05-01,SKU_000002,External,Factory_110,Fixed-price Gold,Series_002,0.0,Unknown,0,0,0.0
2025-05-01,SKU_000002,External,Factory_112,Fixed-price Gold,Series_002,0.0,Unknown,0,0,0.0
2025-05-01,SKU_000002,External,Factory_116,Fixed-price Gold,Series_002,0.0,Unknown,0,0,0.0
2025-07-01,SKU_000002,External,Factory_119,Fixed-price Gold,Series_002,0.0,Unknown,0,0,0.0
2024-06-01,SKU_000002,External,Factory_124,Fixed-price Gold,Series_002,0.0,Unknown,0,0,0.0
2025-07-01,SKU_000002,External,Factory_124,Fixed-price Gold,Series_002,0.0,Unknown,0,0,0.0
2025-02-01,SKU_000002,External,Factory_002,Fixed-price Gold,Series_002,0.0,Unknown,0,0,0.0
2025-06-01,SKU_000002,External,Factory_002,Fixed-price Gold,Series_002,0.0,Unknown,0,0,0.0
2025-03-01,SKU_000002,External,Factory_003,Fixed-price Gold,Series_002,0.0,Unknown,0,0,0.0
2025-07-01,SKU_000002,External,Factory_003,Fixed-price Gold,Series_002,0.0,Unknown,0,0,0.0
2025-03-01,SKU_000002,External,Factory_004,Fixed-price Gold,Series_002,0.0,Unknown,0,0,0.0
2025-04-01,SKU_000002,External,Factory_005,Fixed-price Gold,Series_002,0.0,Unknown,0,0,0.0
2025-04-01,SKU_000002,External,Factory_011,Fixed-price Gold,Series_002,0.0,Unknown,0,0,0.0
2025-04-01,SKU_000002,External,Factory_016,Fixed-price Gold,Series_002,0.0,Unknown,0,0,0.0
2025-04-01,SKU_000002,External,Factory_021,Fixed-price Gold,Series_002,0.0,Unknown,0,0,0.0
2025-07-01,SKU_000002,External,Factory_034,Fixed-price Gold,Series_002,0.0,Unknown,0,0,0.0
2025-07-01,SKU_000002,External,Factory_036,Fixed-price Gold,Series_002,0.0,Unknown,0,0,0.0
2025-07-01,SKU_000002,External,Factory_041,Fixed-price Gold,Series_002,0.0,Unknown,0,0,0.0
2025-04-01,SKU_000002,External,Factory_045,Fixed-price Gold,Series_002,0.0,Unknown,0,0,0.0
2025-05-01,SKU_000002,External,Factory_045,Fixed-price Gold,Series_002,0.0,Unknown,0,0,0.0
2025-05-01,SKU_000002,External,Factory_060,Fixed-price Gold,Series_002,0.0,Unknown,0,0,0.0
2024-04-01,SKU_000002,External,Factory_061,Fixed-price Gold,Series_002,0.0,Unknown,0,0,0.0
2024-06-01,SKU_000002,External,Factory_061,Fixed-price Gold,Series_002,0.0,Unknown,0,0,0.0
2024-11-01,SKU_000002,External,Factory_061,Fixed-price Gold,Series_002,0.0,Unknown,0,0,0.0
2025-04-01,SKU_000002,External,Factory_061,Fixed-price Gold,Series_002,0.0,Unknown,0,0,0.0
2024-09-01,SKU_000002,External,Factory_063,Fixed-price Gold,Series_002,0.0,Unknown,0,0,0.0
2025-01-01,SKU_000002,External,Factory_063,Fixed-price Gold,Series_002,0.0,Unknown,0,0,0.0
2025-04-01,SKU_000002,External,Factory_063,Fixed-price Gold,Series_002,0.0,Unknown,0,0,0.0
2025-04-01,SKU_000002,External,Factory_067,Fixed-price Gold,Series_002,0.0,Unknown,0,0,0.0
2025-01-01,SKU_000002,External,Factory_084,Fixed-price Gold,Series_002,0.0,Unknown,0,0,0.0
2025-04-01,SKU_000002,External,Factory_084,Fixed-price Gold,Series_002,0.0,Unknown,0,0,0.0
2025-05-01,SKU_000002,External,Factory_085,Fixed-price Gold,Series_002,0.0,Unknown,0,0,0.0
2025-05-01,SKU_000002,External,Factory_087,Fixed-price Gold,Series_002,0.0,Unknown,0,0,0.0
2025-05-01,SKU_000002,External,Factory_102,Fixed-price Gold,Series_002,0.0,Unknown,0,0,0.0
2025-04-01,SKU_000002,External,Factory_105,Fixed-price Gold,Series_002,0.0,Unknown,0,0,0.0
2025-04-01,SKU_000002,External,Factory_115,K-Gold & Platinum,Series_002,0.0,Unknown,0,0,0.0
2025-06-01,SKU_000002,External,Factory_115,K-Gold & Platinum,Series_002,0.0,Unknown,0,0,0.0
2025-07-01,SKU_000002,External,Factory_116,K-Gold & Platinum,Series_002,0.0,Unknown,0,0,0.0
2025-07-01,SKU_000002,External,Factory_034,K-Gold & Platinum,Series_002,0.0,Unknown,0,0,0.0
2024-10-01,SKU_000002,External,Factory_053,K-Gold & Platinum,Series_002,0.0,Unknown,0,0,0.0
2025-06-01,SKU_000002,External,Factory_087,K-Gold & Platinum,Series_002,0.0,Unknown,0,0,0.0
2025-07-01,SKU_000002,External,Factory_106,K-Gold & Platinum,Series_002,0.0,Unknown,0,0,0.0
2024-09-01,SKU_000002,External,Factory_110,Gem-set Jewelry,Series_002,0.0,Unknown,0,0,0.0
2025-04-01,SKU_000002,External,Factory_110,Gem-set Jewelry,Series_002,0.0,Unknown,0,0,0.0
2025-05-01,SKU_000002,External,Factory_110,Gem-set Jewelry,Series_002,0.0,Unknown,0,0,0.0
2025-01-01,SKU_000002,External,Factory_112,Gem-set Jewelry,Series_002,0.0,Unknown,0,0,0.0
2025-05-01,SKU_000002,External,Factory_112,Gem-set Jewelry,Series_002,0.0,Unknown,0,0,0.0
2024-05-01,SKU_000002,External,Factory_115,Gem-set Jewelry,Series_002,0.0,Unknown,0,0,0.0
2025-02-01,SKU_000002,External,Factory_115,Gem-set Jewelry,Series_002,0.0,Unknown,0,0,0.0
2025-04-01,SKU_000002,External,Factory_115,Gem-set Jewelry,Series_002,0.0,Unknown,0,0,0.0
2025-07-01,SKU_000002,External,Factory_115,Gem-set Jewelry,Series_002,0.0,Unknown,0,0,0.0
2025-07-01,SKU_000002,External,Factory_116,Gem-set Jewelry,Series_002,0.0,Unknown,0,0,0.0
2024-04-01,SKU_000002,External,Factory_118,Gem-set Jewelry,Series_002,0.0,Unknown,0,0,0.0
2025-04-01,SKU_000002,External,Factory_120,Gem-set Jewelry,Series_002,0.0,Unknown,0,0,0.0
2025-04-01,SKU_000002,External,Factory_127,Gem-set Jewelry,Series_002,0.0,Unknown,0,0,0.0
2025-04-01,SKU_000002,External,Factory_005,Gem-set Jewelry,Series_002,0.0,Unknown,0,0,0.0
2025-03-01,SKU_000002,External,Factory_016,Gem-set Jewelry,Series_002,0.0,Unknown,0,0,0.0
2025-04-01,SKU_000002,External,Factory_016,Gem-set Jewelry,Series_002,0.0,Unknown,0,0,0.0
2025-06-01,SKU_000002,External,Factory_021,Gem-set Jewelry,Series_002,0.0,Unknown,0,0,0.0
2025-07-01,SKU_000002,External,Factory_021,Gem-set Jewelry,Series_002,0.0,Unknown,0,0,0.0
2024-10-01,SKU_000002,External,Factory_024,Gem-set Jewelry,Series_002,0.0,Unknown,0,0,0.0
2022-04-01,SKU_000002,External,Factory_034,Gem-set Jewelry,Series_002,0.0,Unknown,0,0,0.0
2025-04-01,SKU_000002,External,Factory_037,Gem-set Jewelry,Series_002,0.0,Unknown,0,0,0.0
2025-05-01,SKU_000002,External,Factory_060,Gem-set Jewelry,Series_002,0.0,Unknown,0,0,0.0
2022-11-01,SKU_000002,External,Factory_082,Gem-set Jewelry,Series_002,0.0,Unknown,0,0,0.0
2025-05-01,SKU_000002,External,Factory_085,Gem-set Jewelry,Series_002,0.0,Unknown,0,0,0.0
2025-05-01,SKU_000002,External,Factory_102,Gem-set Jewelry,Series_002,0.0,Unknown,0,0,0.0
2025-03-01,SKU_000002,External,Factory_103,Gem-set Jewelry,Series_002,0.0,Unknown,0,0,0.0
2025-05-01,SKU_000002,External,Factory_110,Gold Jewelry,Series_002,0.0,Unknown,0,0,0.0
2025-07-01,SKU_000002,External,Factory_116,Gold Jewelry,Series_002,0.0,Unknown,0,0,0.0
2025-05-01,SKU_000002,External,Factory_119,Gold Jewelry,Series_002,0.0,Unknown,0,0,0.0
2025-04-01,SKU_000002,External,Factory_004,Gold Jewelry,Series_002,0.0,Unknown,0,0,0.0
2025-04-01,SKU_000002,External,Factory_016,Gold Jewelry,Series_002,0.0,Unknown,0,0,0.0
2025-07-01,SKU_000002,External,Factory_026,Gold Jewelry,Series_002,0.0,Unknown,0,0,0.0
2025-04-01,SKU_000002,External,Factory_045,Gold Jewelry,Series_002,0.0,Unknown,0,0,0.0
2025-05-01,SKU_000002,External,Factory_060,Gold Jewelry,Series_002,0.0,Unknown,0,0,0.0
2025-07-01,SKU_000002,External,Factory_060,Gold Jewelry,Series_002,0.0,Unknown,0,0,0.0
2024-06-01,SKU_000002,External,Factory_061,Gold Jewelry,Series_002,0.0,Unknown,0,0,0.0
2025-02-01,SKU_000002,External,Factory_061,Gold Jewelry,Series_002,0.0,Unknown,0,0,0.0
2025-04-01,SKU_000002,External,Factory_061,Gold Jewelry,Series_002,0.0,Unknown,0,0,0.0
2025-02-01,SKU_000002,External,Factory_063,Gold Jewelry,Series_002,0.0,Unknown,0,0,0.0
2025-06-01,SKU_000002,External,Factory_063,Gold Jewelry,Series_002,0.0,Unknown,0,0,0.0
2024-12-01,SKU_000002,External,Factory_085,Gold Jewelry,Series_002,0.0,Unknown,0,0,0.0
2025-01-01,SKU_000002,External,Factory_085,Gold Jewelry,Series_002,0.0,Unknown,0,0,0.0
2025-05-01,SKU_000002,External,Factory_085,Gold Jewelry,Series_002,0.0,Unknown,0,0,0.0
2025-05-01,SKU_000002,External,Factory_102,Gold Jewelry,Series_002,0.0,Unknown,0,0,0.0
2022-04-01,SKU_000002,In-house,Factory_051,Unknown,Series_002,0.0,Unknown,0,0,0.0
2022-05-01,SKU_000002,In-house,Factory_051,Unknown,Series_002,0.0,Unknown,0,0,0.0
2022-06-01,SKU_000002,In-house,Factory_051,Unknown,Series_002,0.0,Unknown,0,0,0.0
2022-07-01,SKU_000002,In-house,Factory_051,Unknown,Series_002,0.0,Unknown,0,0,0.0
2022-08-01,SKU_000002,In-house,Factory_051,Unknown,Series_002,0.0,Unknown,0,0,0.0
2022-09-01,SKU_000002,In-house,Factory_051,Unknown,Series_002,0.0,Unknown,0,0,0.0
2022-10-01,SKU_000002,In-house,Factory_051,Unknown,Series_002,0.0,Unknown,0,0,0.0
2022-11-01,SKU_000002,In-house,Factory_051,Unknown,Series_002,0.0,Unknown,0,0,0.0
2022-12-01,SKU_000002,In-house,Factory_051,Unknown,Series_002,0.0,Unknown,0,0,0.0
2023-01-01,SKU_000002,In-house,Factory_051,Unknown,Series_002,0.0,Unknown,0,0,0.0
2023-02-01,SKU_000002,In-house,Factory_051,Unknown,Series_002,0.0,Unknown,0,0,0.0
2023-03-01,SKU_000002,In-house,Factory_051,Unknown,Series_002,0.0,Unknown,0,0,0.0
2022-04-01,SKU_000002,In-house,Factory_052,Unknown,Series_002,0.0,Unknown,0,0,0.0
2022-05-01,SKU_000002,In-house,Factory_052,Unknown,Series_002,0.0,Unknown,0,0,0.0
2022-06-01,SKU_000002,In-house,Factory_052,Unknown,Series_002,0.0,Unknown,0,0,0.0
2022-07-01,SKU_000002,In-house,Factory_052,Unknown,Series_002,0.0,Unknown,0,0,0.0
2022-08-01,SKU_000002,In-house,Factory_052,Unknown,Series_002,0.0,Unknown,0,0,0.0
2022-09-01,SKU_000002,In-house,Factory_052,Unknown,Series_002,0.0,Unknown,0,0,0.0
2022-10-01,SKU_000002,In-house,Factory_052,Unknown,Series_002,0.0,Unknown,0,0,0.0
2022-11-01,SKU_000002,In-house,Factory_052,Unknown,Series_002,0.0,Unknown,0,0,0.0
2022-12-01,SKU_000002,In-house,Factory_052,Unknown,Series_002,0.0,Unknown,0,0,0.0
2023-01-01,SKU_000002,In-house,Factory_052,Unknown,Series_002,0.0,Unknown,0,0,0.0
2023-02-01,SKU_000002,In-house,Factory_052,Unknown,Series_002,0.0,Unknown,0,0,0.0
2023-03-01,SKU_000002,In-house,Factory_052,Unknown,Series_002,0.0,Unknown,0,0,0.0
2024-01-01,SKU_000002,In-house,Factory_030,Other,Series_002,0.0,Unknown,0,0,0.0
2022-04-01,SKU_000002,In-house,Factory_122,Other,Series_002,0.0,Unknown,0,0,0.0
2022-05-01,SKU_000002,In-house,Factory_122,Other,Series_002,0.0,Unknown,0,0,0.0
2022-06-01,SKU_000002,In-house,Factory_122,Other,Series_002,0.0,Unknown,0,0,0.0
2022-07-01,SKU_000002,In-house,Factory_122,Other,Series_002,0.0,Unknown,0,0,0.0
2022-08-01,SKU_000002,In-house,Factory_122,Other,Series_002,0.0,Unknown,0,0,0.0
2022-09-01,SKU_000002,In-house,Factory_122,Other,Series_002,0.0,Unknown,0,0,0.0
2022-10-01,SKU_000002,In-house,Factory_122,Other,Series_002,0.0,Unknown,0,0,0.0
2022-11-01,SKU_000002,In-house,Factory_122,Other,Series_002,0.0,Unknown,0,0,0.0
2022-12-01,SKU_000002,In-house,Factory_122,Other,Series_002,0.0,Unknown,0,0,0.0
2023-01-01,SKU_000002,In-house,Factory_122,Other,Series_002,0.0,Unknown,0,0,0.0
2023-02-01,SKU_000002,In-house,Factory_122,Other,Series_002,0.0,Unknown,0,0,0.0
2023-03-01,SKU_000002,In-house,Factory_122,Other,Series_002,0.0,Unknown,0,0,0.0
2022-04-01,SKU_000002,In-house,Factory_020,Other,Series_002,0.0,Unknown,0,0,0.0
2022-05-01,SKU_000002,In-house,Factory_020,Other,Series_002,0.0,Unknown,0,0,0.0
2022-06-01,SKU_000002,In-house,Factory_020,Other,Series_002,0.0,Unknown,0,0,0.0
2022-07-01,SKU_000002,In-house,Factory_020,Other,Series_002,0.0,Unknown,0,0,0.0
2022-08-01,SKU_000002,In-house,Factory_020,Other,Series_002,0.0,Unknown,0,0,0.0
2022-09-01,SKU_000002,In-house,Factory_020,Other,Series_002,0.0,Unknown,0,0,0.0
2022-10-01,SKU_000002,In-house,Factory_020,Other,Series_002,0.0,Unknown,0,0,0.0
2022-11-01,SKU_000002,In-house,Factory_020,Other,Series_002,0.0,Unknown,0,0,0.0
2022-12-01,SKU_000002,In-house,Factory_020,Other,Series_002,0.0,Unknown,0,0,0.0
2023-01-01,SKU_000002,In-house,Factory_020,Other,Series_002,0.0,Unknown,0,0,0.0
2023-02-01,SKU_000002,In-house,Factory_020,Other,Series_002,0.0,Unknown,0,0,0.0
2023-03-01,SKU_000002,In-house,Factory_020,Other,Series_002,0.0,Unknown,0,0,0.0
2025-03-01,SKU_000002,In-house,Factory_027,Fixed-price Gold,Series_002,0.0,Unknown,0,0,0.0
2025-07-01,SKU_000002,In-house,Factory_027,Fixed-price Gold,Series_002,0.0,Unknown,0,0,0.0
2025-01-01,SKU_000002,In-house,Factory_051,Fixed-price Gold,Series_002,0.0,Unknown,0,0,0.0
2025-07-01,SKU_000002,In-house,Factory_051,Fixed-price Gold,Series_002,0.0,Unknown,0,0,0.0
2024-10-01,SKU_000002,In-house,Factory_095,Fixed-price Gold,Series_002,0.0,Unknown,0,0,0.0
2022-12-01,SKU_000002,In-house,Factory_052,K-Gold & Platinum,Series_002,0.0,Unknown,0,0,0.0
2024-04-01,SKU_000002,In-house,Factory_052,K-Gold & Platinum,Series_002,0.0,Unknown,0,0,0.0
2023-09-01,SKU_000002,In-house,Factory_030,Gem-set Jewelry,Series_002,0.0,Unknown,0,0,0.0
2022-05-01,SKU_000002,In-house,Factory_028,Gem-set Jewelry,Series_002,0.0,Unknown,0,0,0.0
2022-06-01,SKU_000002,In-house,Factory_028,Gem-set Jewelry,Series_002,0.0,Unknown,0,0,0.0
2022-10-01,SKU_000002,In-house,Factory_028,Gem-set Jewelry,Series_002,0.0,Unknown,0,0,0.0
2022-11-01,SKU_000002,In-house,Factory_028,Gem-set Jewelry,Series_002,0.0,Unknown,0,0,0.0
2023-01-01,SKU_000002,In-house,Factory_028,Gem-set Jewelry,Series_002,0.0,Unknown,0,0,0.0
2022-04-01,SKU_000002,In-house,Factory_042,Gem-set Jewelry,Series_002,0.0,Unknown,0,0,0.0
2022-05-01,SKU_000002,In-house,Factory_042,Gem-set Jewelry,Series_002,0.0,Unknown,0,0,0.0
2022-06-01,SKU_000002,In-house,Factory_042,Gem-set Jewelry,Series_002,0.0,Unknown,0,0,0.0
2022-07-01,SKU_000002,In-house,Factory_042,Gem-set Jewelry,Series_002,0.0,Unknown,0,0,0.0
2022-09-01,SKU_000002,In-house,Factory_042,Gem-set Jewelry,Series_002,0.0,Unknown,0,0,0.0
2022-10-01,SKU_000002,In-house,Factory_042,Gem-set Jewelry,Series_002,0.0,Unknown,0,0,0.0
2022-11-01,SKU_000002,In-house,Factory_042,Gem-set Jewelry,Series_002,0.0,Unknown,0,0,0.0
2023-02-01,SKU_000002,In-house,Factory_042,Gem-set Jewelry,Series_002,0.0,Unknown,0,0,0.0
2022-04-01,SKU_000002,In-house,Factory_043,Gem-set Jewelry,Series_002,0.0,Unknown,0,0,0.0
2022-05-01,SKU_000002,In-house,Factory_043,Gem-set Jewelry,Series_002,0.0,Unknown,0,0,0.0
